v,f0,f1,f2,f3,f4,ulx,uly,llx,lly,t1x,t1y,t2x,t2y,t3x,t3y,t4x,t4y,mnix,mniy,mnmx,mnmy
UX,103.838,237.44,1054.5,2344.05,3228.8,16405,15635,12841,-17431,-15065,-2086,-24404,10785,-35953,21799,-53564,25610,-1686,-6766,-44128,-1971
IH,92.8784,461.5,1817.48,2440,3563.62,14087,16237,7194,-23694,-11951,-1333,-23610,5237,-34945,14203,-51047,17207,-1670,-8164,-43652,-3282
UX,108.968,137.255,1615.13,2156.03,4157.4,18842,21544,14791,-16326,-10712,-5,-20488,13391,-30355,22280,-47873,24691,1139,-5717,-40938,-1642
AE,96.7768,225.801,1774.84,2415.78,3691.22,15918,19785,9335,-20139,-18366,13233,-29578,17699,-39422,22001,-53164,20300,-1134,-4831,-43223,-87
UX,128.475,286.651,1325.95,2303.64,2999.78,18903,20685,12108,-18743,-19086,5949,-29713,15154,-38866,22643,-54125,24006,-266,-5015,-42771,-381
AE,0,606.614,1623.35,2200.88,3477.29,14706,17912,6901,-25020,-18297,2821,-28732,7601,-37890,15101,-51507,17823,-1791,-7518,-43974,-2207
IH,109.741,408.178,1424.47,2203.79,3048.19,15387,18130,9136,-22408,-18985,5131,-29326,12018,-39538,16779,-53296,16255,-1474,-6799,-43584,-1766
AO,87.1491,442.812,1273,1697.68,2853.96,17521,15655,10492,-19511,-27144,10610,-36980,18906,-48107,21176,-60114,15251,-2134,-8851,-44051,-3449
UX,98.3693,344.702,1672.75,2234.77,3049.3,19625,18060,10219,-18415,-12328,4725,-22336,10976,-31923,19803,-48467,22197,-1013,-4718,-43383,-456
AH,93.8537,652.981,1412.53,2380.25,3524.63,14929,18018,6742,-25406,-15295,-1772,-27853,1200,-39593,7654,-52656,12084,-1844,-8197,-43811,-2958
IH,80.1101,563.58,1865.24,2524.83,3406.37,15128,18080,5793,-22112,-10912,1460,-22745,5975,-33399,14670,-48464,18681,-1740,-7302,-44313,-1790
AO,107.261,480.939,1233.51,1824.28,2938,20305,19237,12110,-21035,-31933,1462,-38507,12791,-48448,18820,-62454,16663,-1591,-10018,-44095,-4175
AH,100.131,539.499,1310.09,2182.77,2639.61,14438,16348,11917,-19924,-20205,-6188,-33411,298,-44349,8182,-58084,13310,-1555,-9448,-43297,-3924
AA,91.5459,677.676,1289.8,2281.28,3646.92,13753,18403,5320,-30900,-14299,-5350,-27201,-2995,-39751,2534,-52566,7761,-1349,-12487,-43355,-5715
AH,95.8835,186.474,1152.1,2070.97,3030.66,14314,18811,11853,-18490,-18631,5373,-29397,6950,-40753,9306,-52819,11249,-1756,-10452,-44085,-4139
EH,87.7057,575.326,1620.58,2184.89,3060.35,14519,18874,6394,-27413,-14034,-2776,-24027,4217,-35095,10700,-48427,13061,-1034,-11163,-43056,-4814
UX,97.4442,240.663,1069.32,2316.67,3345.93,17266,18933,14095,-17830,-7710,1256,-18635,9274,-28892,20279,-46122,24040,662,-6699,-41905,-1767
AH,93.3185,633.138,1593.79,2624.29,4303.87,14193,15717,12218,-18504,-12663,-2018,-26341,4436,-37710,9928,-53877,15819,-25,-5621,-42515,-1160
EH,109.029,418.226,1532.04,2680.29,3690.86,14555,18429,8374,-22891,-14398,3236,-24847,8211,-35930,13227,-50848,16814,-581,-6093,-42939,-1455
IH,107.047,251.448,1506.96,2456.8,3838.3,16650,23171,11675,-20510,-22608,10645,-32408,17207,-43405,19559,-56239,12838,276,-6607,-41635,-2226
IH,97.5607,491.776,2052.23,2535.25,3538.98,14665,19999,6864,-26415,-11924,988,-22967,7347,-34272,15131,-49593,16890,-201,-6645,-42377,-2032
UX,0,239.8,1372.17,2148.71,3059.6,14342,17799,12031,-18073,-15676,5111,-27190,9195,-38828,13158,-52631,14875,-850,-6923,-42923,-2225
AE,80.9375,728.248,1542.52,2226.62,3774.07,13796,16781,6243,-28537,-18988,-8641,-30329,517,-41859,10020,-54697,15805,-2001,-13989,-43638,-7307
IY,118.083,342.875,2286.66,2761.59,3490.12,13633,19486,5586,-27318,-12633,1308,-22037,13600,-31539,21816,-48208,25106,-540,-7136,-42668,-1931
AA,101.981,703.305,1169.14,2191.67,3076.47,13426,17647,7595,-29892,-19934,-8419,-33912,-1512,-45750,6875,-56226,14291,-1952,-15198,-44064,-7673
AH,96.4056,599.599,1187.06,2597.1,3381.55,14434,17901,9032,-26157,-17569,-8229,-32097,-2136,-42925,7430,-55472,13593,-1091,-11816,-42860,-5628
IY,96.7422,285.989,2375.79,2812.39,3716.28,15050,17339,7005,-26204,-11969,-1184,-21737,11939,-31550,21810,-48834,24869,506,-8833,-40617,-3690
IY,105.826,311.828,2207.58,2428.58,3945.52,16551,19488,5668,-24861,-10255,842,-19642,10258,-30124,21397,-46257,24925,-1833,-8071,-43569,-2801
AH,110.647,542.804,1430.03,2347.33,3316.01,18288,19691,3901,-28964,-18406,-6322,-27364,1496,-34853,13641,-49376,21269,-1933,-9731,-43417,-3939
AH,112.265,522.075,1278.57,2460.39,3069.01,18314,15247,7353,-23125,-28253,-10195,-35618,2499,-44044,13716,-59091,20436,-2067,-9974,-44189,-4127
IH,94.1226,423.136,1878.69,2441.48,3580.78,14851,17661,4103,-25467,-11725,-1315,-23011,5944,-33977,16208,-49306,19114,-2025,-8289,-44008,-2716
IY,91.0575,426.927,2281.65,3486.79,4131.58,15814,19852,8910,-22745,-12829,809,-21974,12411,-31536,22022,-47285,24983,158,-5413,-41424,-1535
AO,103.676,564.207,922.988,2044.8,3362.13,16382,20145,10014,-22020,-15229,287,-28997,2439,-40912,8033,-54762,16469,-2195,-8777,-43838,-3228
UX,107.106,319.454,884.967,2267.8,3269.59,16337,18648,13097,-15759,-12491,328,-22982,12062,-34960,21367,-50802,24619,-55,-5125,-42080,-898
AH,95.0345,294.309,1451.02,2256.94,3052.45,14154,14199,10144,-18401,-21405,1829,-31958,9886,-41646,17205,-55734,20401,-558,-6120,-42274,-1429
AA,93.6048,594.32,1195.99,1740.33,2755.67,15449,18563,10668,-23213,-28008,1388,-35274,12840,-45739,17873,-58730,15541,-1183,-11283,-43285,-5493
IH,84.2465,344.057,1938.75,2295.47,3428.39,14774,18190,7763,-23181,-14614,4613,-24958,9136,-36420,14315,-50834,18336,-1685,-7239,-44384,-1704
IH,0,491.295,1864.08,2623.15,3505.78,14725,18527,8547,-21443,-11043,-16,-20943,9004,-30441,19752,-46792,23787,-1056,-6535,-43061,-1569
IH,78.335,331.75,1638.42,3224.99,4225.11,15131,18902,10731,-18695,-8239,3210,-22168,10710,-35101,15500,-50178,18170,-428,-4660,-42977,-302
UX,81.1142,330.321,941.497,2344.37,3220.59,17613,18546,13534,-15679,-19810,-7296,-28244,6426,-39718,18456,-57462,24320,-723,-6440,-43011,-1733
IH,85.2403,216.867,2367.63,3280.16,4218.42,15505,18730,11100,-17685,-10572,-2896,-21729,4889,-32055,15421,-46887,20183,-1145,-9975,-42513,-4640
AE,102.458,372.511,1540.19,2374.32,3747.43,14284,17964,6410,-27039,-11643,-2941,-23781,2869,-34540,11309,-48051,15331,-1185,-11222,-42834,-5181
AE,100.559,657.243,1519.5,2390.61,3311.07,14048,17973,5944,-27874,-12232,-5495,-24391,1588,-36676,7850,-50120,10569,-916,-11774,-42890,-5580
AH,101.306,289.467,1321.4,2257.53,3756.57,13896,14828,10834,-18381,-22313,-2734,-34117,5417,-45300,12366,-58357,15307,-475,-7249,-42697,-2528
AE,93.6397,618.812,1552.85,2408.11,3220.11,13706,18175,7696,-25582,-17064,-5085,-28162,3932,-39302,11962,-52451,15886,-512,-10984,-42568,-4949
IY,91.547,475.326,1607.84,2410.46,3373.06,16322,19561,8258,-22714,-11075,2578,-23019,12339,-34902,21678,-50393,24807,-1466,-5886,-43713,-1070
AH,85.0658,355.581,1229.81,2328.4,3360.75,16225,19925,6703,-26285,-18108,-4792,-29744,2695,-39871,12871,-53390,19397,-2122,-7822,-44592,-2290
AH,124.734,328.853,1377.9,2294.49,3528.23,14810,18161,10612,-14290,-10310,5212,-23685,6631,-35995,12759,-49160,17112,-2435,-8630,-45005,-2558
AE,101.203,550.965,2076.95,2905.93,4138.25,15083,16755,8811,-27974,-20237,2563,-27743,12227,-37047,18411,-51406,18270,-1718,-13296,-43655,-6203
AO,105.952,447.634,843.986,2742.19,3707.18,19849,18617,12794,-23117,-32533,-10958,-33432,4147,-40342,15004,-55707,22044,-2269,-15663,-42939,-8386
AA,99.6321,652.497,1160.15,2168.57,2970.91,14349,17055,6770,-31594,-20917,-5451,-32617,635,-42837,7468,-53908,14893,-1197,-15689,-41948,-8396
AH,103.181,420.262,1458.13,1996.75,2633.5,16680,19891,10074,-25323,-21221,-613,-29524,5699,-38564,12500,-52950,14767,879,-9666,-40593,-4331
IY,78.634,341.044,1885.41,2376.06,3162.33,17134,16182,9089,-20751,-17636,6813,-26968,17083,-36592,23023,-52057,19116,-119,-6909,-42085,-1841
AO,97.1647,747.87,794.565,1962.69,2730.02,18292,22125,15309,-17153,-30674,-5995,-34931,6415,-44203,15392,-59227,20447,175,-10897,-41187,-5037
IY,101.155,346.808,2098.73,2493.26,3500,16623,19576,5199,-24322,-9731,1695,-20095,9808,-29949,19465,-45916,23771,-1658,-7573,-44177,-1822
AH,107.931,556.161,1344.54,2317.07,3263.04,17933,19926,4729,-26654,-16396,-3930,-27104,1870,-35650,12020,-50128,19072,-2126,-9282,-44179,-3382
AH,115.884,540.798,1268.8,2449.12,3011.62,17184,16588,7235,-24450,-25690,-8559,-35421,2784,-44852,13341,-59333,19014,-1320,-9810,-43911,-3827
IH,99.0463,340.744,1735.26,2527.62,3508.65,15585,19081,7871,-22238,-12536,4920,-24804,12039,-35025,18800,-50458,19902,-862,-5488,-43492,-456
UX,105.991,269.571,1105.94,2361.76,3252.03,19774,17390,10748,-19201,-16032,920,-26765,13780,-38377,21979,-53684,24535,-1205,-7147,-43460,-1392
IH,87.3357,431.866,1898.38,2465.33,3659.57,14190,17534,4963,-26536,-12021,-1255,-23792,7071,-34371,16526,-49888,18889,-1592,-8221,-43566,-2216
AO,104.222,570.18,901.852,2300,3337.45,15702,20040,11009,-23682,-15563,1843,-29958,-956,-42778,3287,-56112,12479,-2151,-11137,-44881,-3868
AH,91.9797,535.258,1259.94,2170.67,2867.58,15400,15376,8257,-19849,-24384,-6653,-35527,1875,-44690,12324,-58620,19294,-2282,-8911,-44442,-2778
EH,82.2771,575.134,1646.07,2458.25,3692.12,13191,17381,4156,-25768,-11721,-2291,-25655,3674,-38375,11000,-53363,15286,-1319,-8116,-43163,-2358
IH,111.864,307.181,2252.36,2611.42,4274.68,14223,18788,7727,-24215,-11494,-214,-22141,7566,-33108,19015,-50071,23387,-855,-6895,-43018,-1381
IH,100.919,452.16,1547.99,2510.29,4291.02,16225,19170,8823,-19510,-10987,2366,-23236,9486,-34583,17332,-51385,21442,-504,-5276,-42552,-851
EH,95.8936,262.206,1516.22,2401.05,4024.21,13981,18083,9887,-18717,-9331,5876,-23868,9907,-34949,13729,-50134,18209,-209,-4586,-42329,-163
AH,87.9074,160.201,1164.49,2111.5,3095.91,15435,16843,11556,-14005,-13299,2670,-26344,8388,-37464,8860,-50337,12678,-537,-4756,-42661,-456
AO,87.1922,433.512,803.724,1946.8,2879.27,20621,15978,13680,-18904,-35466,-1878,-41199,12316,-50108,19704,-64799,21828,-1063,-11948,-42443,-5480
IY,93.1765,489.385,1563.55,2345,3412.86,17645,19481,4403,-25834,-12144,208,-21589,11037,-31613,21080,-46853,25021,-1668,-7713,-43559,-2180
AH,95.5682,373.515,1154.18,2293.49,3339.82,17545,19892,5879,-26090,-18116,-5828,-29291,616,-38266,10046,-52220,17041,-2094,-9671,-43841,-3417
AH,108.957,434.054,1472.33,2519.73,2887.48,16764,15479,11022,-20516,-24815,-10204,-33079,2006,-41984,13122,-56847,20596,-812,-8958,-43073,-3175
IH,89.0925,196.058,1681.38,2783.35,3632.62,16499,19281,8893,-21995,-11541,5243,-23479,11579,-34895,18338,-49505,21659,-302,-5367,-42705,-590
UX,100.581,246.858,1171.31,2247.77,3263.97,20041,17145,12612,-17857,-15115,-3116,-23436,8327,-34220,20273,-50376,25199,-194,-6459,-42296,-1325
IH,85.7642,414.977,1917.57,2442.53,3622.16,14271,17696,6158,-26335,-11872,-2339,-22667,4785,-32877,14523,-48267,18480,-1252,-8577,-43375,-2617
EH,101.195,472.082,1299.39,2227.54,3360.08,13915,18556,9537,-21144,-9513,-1922,-23694,5256,-37056,13017,-52892,16928,-1317,-8334,-43280,-2347
EH,103.065,439.126,1225.61,2201.98,3174.13,14380,19119,9610,-19979,-9975,-507,-23858,6996,-36648,13295,-52686,16386,-1080,-6054,-43345,-1151
IY,90.1846,328.289,2051.52,2598.96,3774.08,15081,17998,10075,-21386,-10924,-194,-20808,12036,-31811,21840,-49483,23854,702,-6350,-41407,-2029
EH,94.9062,459.775,1280.98,2232.64,3188.18,13767,18391,8192,-23670,-10091,-1134,-24777,5638,-37490,11693,-53324,14762,-1019,-5984,-42759,-1374
IH,92.6395,318.035,1774.26,2271.43,3586.47,14254,19284,8338,-21918,-10623,-1732,-23149,7357,-34619,16732,-51728,21322,-1059,-4766,-43011,-309
AH,90.5536,419.039,1432.2,2468.68,3357.43,17304,17872,12286,-19418,-19352,-2853,-30976,3962,-40610,13269,-55493,20263,-1081,-7230,-42921,-2316
IY,89.9299,317.375,2035.26,2579.94,3679.41,16033,18250,11776,-19529,-12779,3747,-23274,15100,-33339,22777,-49772,22703,-221,-5766,-42119,-1201
IY,86.7844,299.537,2004.23,2554.77,3389.1,15242,18292,12085,-19079,-11681,1056,-20922,13682,-30371,22196,-47395,24009,247,-7232,-41314,-2570
UX,104.899,317.617,1440.06,2279.26,3015.61,18651,18353,14093,-17242,-14211,-1410,-23451,10177,-32211,20405,-48389,24498,943,-6762,-40419,-2417
AH,94.4811,509.46,1531.87,2591.44,3004.48,15466,17204,10690,-20779,-24708,-7905,-33351,4174,-43271,14829,-56846,20898,-24,-8256,-41584,-3278
UX,88.7635,328.099,1356.25,2077.84,4243.1,18273,18530,14444,-13102,-13747,1961,-23479,13201,-33457,21844,-48612,25114,-593,-6675,-41984,-2190
AO,83.4341,555.641,899.101,2016.92,2956.83,18523,16887,14524,-16244,-32074,-5210,-38825,9810,-48228,18706,-62016,23225,-887,-12623,-40991,-6870
AE,86.5364,632.672,1614.12,2284.09,2979.2,15243,17725,8291,-26775,-19187,-91,-27115,10319,-35771,17531,-49700,18448,-521,-13750,-41822,-6992
AO,102.765,445.269,684.87,2117.06,2902.61,19918,19511,12813,-18419,-28325,-9378,-33178,5004,-42735,15133,-56767,21052,-194,-11461,-41220,-5967
AO,104.6,551.179,934.616,2075.31,2806.94,19956,22863,14799,-17338,-25062,-3076,-31122,7521,-38804,15665,-52872,18084,-12,-11087,-40525,-5416
AO,97.9277,391.213,717.331,2042.01,2852.72,18878,18036,13610,-20959,-35421,-5154,-38827,10248,-46267,18780,-61110,22550,-1553,-14737,-42896,-7638
IH,104.108,391.111,1814.01,2578.4,3430.72,14226,17498,5857,-25656,-14302,3057,-24057,11280,-33198,18409,-48335,19422,1164,-5920,-40821,-1429
IY,104.427,376.326,2114.09,2536.35,3247.3,16505,19003,6890,-26635,-14390,2885,-24158,13423,-32831,20985,-47754,21812,392,-7705,-40728,-2882
AE,109.065,518.049,1776.7,2385.35,3183.93,16183,16941,7233,-28441,-17510,-7596,-26940,2237,-34378,11468,-47900,16637,430,-13178,-41164,-6819
UX,102.456,363.042,1631.79,1985.1,2884.45,18539,20540,11514,-18549,-18675,7469,-27494,16388,-36652,21970,-50136,20193,2155,-8555,-39788,-3885
AA,106.028,566.099,1401.62,1850.22,2883.45,16802,20031,9885,-26413,-25616,6847,-35289,11556,-45364,15308,-57508,11734,212,-12918,-41454,-6536
UX,106.334,309.661,1360.88,2267.84,2989.75,17201,19885,12161,-16230,-16370,350,-26477,12361,-35533,19942,-52536,23455,144,-4643,-42773,-856
IH,89.2736,241.19,2444.94,3056.02,3671.01,16252,18550,9142,-21695,-15922,9285,-25642,15466,-34018,22685,-51500,24507,-923,-5836,-42968,-1647
IY,103.289,268.472,1991.86,2649.49,3331.5,17202,16876,11396,-18176,-14396,2528,-23998,15410,-34260,22655,-50965,20722,-884,-6224,-43752,-1583
IY,102.665,285.177,1061.89,2327.92,3353.99,16350,17723,12460,-17309,-13032,-311,-22685,13146,-33075,21652,-50361,24782,-362,-5464,-42795,-852
AA,93.1189,614.772,1128.81,2008.08,2927.63,16710,17418,10524,-21439,-32574,-4017,-40766,7292,-49023,15321,-62029,19447,-1647,-10698,-43450,-4602
AO,88.8074,573.66,1016.91,1991.15,2891.9,17817,16111,13512,-16566,-25082,-11762,-34044,-1842,-42892,8710,-56119,20254,-1357,-11406,-43262,-5068
AO,88.547,556.696,890.151,2013.5,3081.82,16728,19566,11754,-21178,-15109,-2405,-29454,-2122,-42374,1434,-54686,12898,-1259,-11997,-44109,-5386
IY,83.393,372.426,1875.7,2231.24,3232.55,15519,18265,10106,-18826,-14661,732,-23299,11904,-31243,20316,-45798,23006,1530,-7378,-40689,-2991
UX,90.6227,226.971,1768.11,3407.95,4103.8,17206,19166,15151,-15078,-8537,558,-19070,10027,-27306,19421,-44272,24620,1634,-6266,-40550,-2182
AE,87.2017,351.885,1775.47,2566.97,3168.3,15383,19289,9314,-20327,-17358,11120,-27104,15000,-35701,20550,-49501,21547,-119,-5326,-42491,-1241
UX,118.883,305.284,1612.41,2178.46,2566.67,16419,18629,12164,-16394,-17200,5873,-26990,15372,-35968,22481,-51017,24706,261,-4762,-41840,-784
AE,97.688,560.324,1541.63,2319.1,3334.79,14385,17653,7863,-23573,-15620,-1691,-27430,6357,-37233,14314,-51276,18638,-801,-7227,-43001,-2366
IH,102.445,422.917,1337.5,2174.02,3027.81,14687,17579,9887,-21941,-15329,2429,-25763,9265,-34950,15932,-49426,19511,-761,-6233,-43063,-1935
AO,86.5768,321.585,1566.62,2644.07,3731.88,16368,15814,10589,-18936,-23181,9624,-32826,18392,-43601,21436,-56782,14788,-611,-7235,-42790,-2700
UX,93.2622,276.471,1739.92,2382.81,3734.65,17111,17279,12131,-15924,-13499,1967,-23084,10836,-32585,19707,-49095,23073,57,-5507,-42239,-1515
AH,84.6214,692.89,1453.61,2378.03,4310.77,14522,17686,7649,-25475,-14921,-2710,-27764,2509,-38915,9758,-52083,13973,-865,-9309,-42577,-3908
IH,72.0542,281.955,1890.41,2663.72,3833.18,14297,18529,8137,-22633,-10761,1344,-22153,6634,-32164,16830,-47461,22392,-1156,-6463,-43248,-1895
AO,99.287,548.641,841.782,2067.3,3027.73,15652,18298,11700,-19955,-16147,-2177,-32330,464,-44792,8312,-56565,15387,-1121,-8907,-43247,-3666
IY,103.539,302.12,2140.7,2531.92,3356.64,14352,15989,10066,-19099,-11465,4907,-22041,11871,-32283,19099,-48737,23321,-482,-4100,-43236,19
IH,95.5381,223.443,1483.22,2232.24,3933.55,14757,16953,8202,-20848,-14104,5994,-21963,16539,-31806,23356,-49292,25402,-899,-4489,-43716,-345
IY,91.6213,335.073,1942.44,2266.7,3113.84,16181,15403,11283,-17358,-20948,2759,-25483,15972,-34154,23539,-50210,23631,-952,-7413,-43196,-2057
IY,92.068,268.873,1611.13,2371.39,3666.84,14810,18174,7548,-23700,-12585,4525,-22175,13112,-30938,21515,-46868,24630,-950,-5734,-43206,-1432
IH,84.0331,636.364,1067.93,2104.08,3882.48,14362,17890,7703,-23023,-19721,9966,-32404,10123,-43820,13061,-56491,15005,-1794,-6498,-44207,-1736
AA,91.5295,427.19,1495.13,1813.48,2731.59,16200,19378,11131,-22458,-27011,4265,-35685,13968,-47258,16288,-58779,12758,-860,-9921,-43062,-4450
AO,111.375,523.829,877.99,2484.66,3199.98,16985,22420,11068,-25074,-22344,-8850,-35313,-2068,-46141,4080,-58644,13055,-1226,-11879,-42628,-5861
AE,83.7625,650.153,1598.25,2263.76,2959.26,16130,16879,7289,-28138,-21886,1749,-28561,12423,-37650,18907,-51239,18202,-1656,-14753,-42600,-7829
IH,103.794,234.578,1228.19,2379.9,3599.61,16157,20388,9730,-23114,-13082,8560,-23995,11887,-33120,17734,-47423,19059,-249,-9162,-41962,-3964
AH,96.3875,563.112,1096.24,2191.92,2958,14256,17928,10050,-22417,-19326,-6836,-32296,621,-44324,8563,-56509,14727,-1340,-10476,-42834,-4854
UW,133.37,366.281,1537.39,2456.66,3751.82,16733,15827,7968,-20487,-26480,8528,-36726,8234,-46347,13058,-59844,15404,-1110,-7024,-43251,-974
IY,117.111,279.711,2057.05,2554.39,3659.01,14632,18587,6711,-21873,-11572,2370,-22355,10702,-32066,19665,-48556,21857,-742,-5099,-43229,-42
UX,111.169,294.948,1151.5,2272.37,3552.85,17956,13556,8815,-19510,-15160,-633,-25617,10925,-36700,20725,-51581,24224,-1842,-7455,-44006,-1475
AE,92.8339,733.497,1584.48,2257.66,4171.84,12225,16453,571,-32633,-17505,-7675,-30867,-1855,-41613,7584,-54299,12821,-3449,-14839,-45485,-6652
AE,100.265,481.695,1253.88,2831.99,3973.75,14949,16820,7508,-26962,-22874,5204,-31243,13474,-40380,19252,-53922,18282,-2638,-12403,-44918,-5240
AO,91.8179,460.254,979.373,2007.93,2697.89,17717,17296,14321,-15529,-33564,-6087,-36612,5431,-44453,14414,-59970,20429,-1538,-8655,-43789,-2507
AO,81.8404,815.504,934.415,1965.12,3113.59,15995,19276,14100,-19671,-19017,-7390,-31773,-2748,-42799,2120,-54914,11696,-1565,-12257,-44052,-5329
AE,107.803,248.033,1304.42,2543.06,4539.97,13528,18041,7765,-23959,-10732,-63,-25110,5070,-37513,9761,-51322,16377,-1441,-7104,-44755,-1570
EH,100.064,511.136,1505.6,2819.45,3547.11,13536,15346,8478,-20125,-14288,1940,-25932,5849,-37634,9055,-51251,15626,-1774,-6193,-45219,-847
AH,84.2115,233.316,2055.23,2699.25,3494.01,14401,18956,11447,-14374,-13493,3076,-26057,7179,-37648,12347,-49799,17603,-2162,-7853,-44895,-2221
AE,73.1043,213.625,1634.12,2386.45,3684.12,13623,17876,7015,-24785,-15309,2508,-25507,8411,-35140,15327,-48722,18958,-845,-7967,-43324,-2870
AA,85.1898,521.495,1353.71,1794.83,2851.59,15397,18235,11659,-19860,-25663,5712,-35904,13138,-46475,17367,-59524,15158,-1582,-10687,-44481,-4245
EH,0,522.899,1759.36,2647.89,3414.81,14376,17887,8231,-24256,-11591,1526,-22404,9758,-32820,18010,-48747,19780,-1525,-7088,-43774,-1442
IY,101.807,290.252,2099.8,2525.24,3097.74,14236,19214,10199,-21979,-13308,760,-22529,12743,-32296,22062,-49512,24073,285,-5207,-42015,-468
AO,88.8127,499.183,1043.53,1492.7,2773.26,17791,18915,15446,-14261,-30630,8385,-39706,18672,-50360,23105,-64041,20932,-1612,-10915,-43808,-4181
IH,92.1123,171.638,1348.51,2255.54,4221.84,14549,15711,9555,-18530,-13421,5710,-26417,10934,-37250,17077,-52121,14775,-1902,-7974,-44836,-1960
AE,83.2361,699.249,1583.54,2104.54,3357.48,13067,17070,1800,-29999,-16330,-7717,-28203,1548,-39979,11573,-54563,13969,-3075,-12612,-45362,-4865
EH,111.968,447.829,1761.25,2230.51,3327.46,15027,18309,7360,-25277,-11506,-2757,-24059,5603,-35245,11097,-50757,14373,-478,-7520,-43048,-1874
IH,104.727,411.159,972.855,2386.1,3320.33,18290,18672,11204,-19594,-19277,2897,-29741,6741,-39746,12969,-54501,18906,-1345,-7366,-44261,-1419
AA,80.1916,599.699,1222.36,1724.65,2610.1,16477,18697,10341,-21943,-21156,8322,-31280,15558,-42112,19450,-55057,15953,-1661,-9197,-44293,-2986
AO,92.5776,657.477,1051.07,2041.73,2919.52,15540,18832,11935,-22273,-22565,-9206,-34966,-1160,-45145,7913,-58004,14957,-1950,-12781,-44132,-5382
EH,94.5458,502.33,1558.06,2338.49,2808.82,13965,14992,8841,-21702,-19836,-260,-31583,7479,-42882,11226,-56406,12037,-917,-7612,-43523,-1762
IY,92.6733,301.433,1791.13,2366.7,3321.05,13680,16462,8647,-23152,-10251,-533,-20063,10216,-30581,21176,-48304,24199,-500,-6338,-43326,-960
AA,106.378,611.469,1086.06,2096.61,3014.85,13846,17334,6798,-31951,-21727,-5578,-33073,4382,-43926,11507,-57022,15148,-1985,-15535,-44642,-7030
IY,0,225.567,2246.98,2897.71,3627.52,13060,18062,7452,-24364,-11846,-2066,-20530,8110,-30072,19728,-50059,23158,1363,-6384,-40763,-1891
AO,106.655,612.376,924.022,2052.53,3061.35,16286,18983,10349,-21915,-18312,-4408,-33921,-2567,-45921,6695,-58201,16794,-2882,-10454,-45057,-3358
IY,117.04,353.372,2008.62,2563.97,3371.03,15556,17251,5801,-20235,-10035,3818,-20485,7009,-29952,14881,-46391,21511,-1528,-5874,-44216,-458
IH,114.861,397.899,2025.23,2380.99,3061.62,15995,17951,5400,-22522,-13973,3389,-22462,11412,-29859,20317,-46367,24522,-1272,-5559,-43931,-390
IY,104.664,297.501,1808.7,2240.38,3089.17,15719,17857,10646,-19150,-20182,4374,-26532,15735,-35105,22964,-50308,23624,-358,-6042,-43030,-1108
IY,102.986,509.233,1740.45,2618.23,3498.49,14214,18433,7322,-24093,-12734,5083,-24266,13814,-34314,21836,-49635,23860,329,-5061,-42327,-606
IH,89.4145,244.46,1263.75,2533.24,3563.78,14308,18483,8591,-22428,-14694,3361,-27010,7679,-37329,14893,-50663,18539,-930,-6344,-43228,-1348
AA,94.4902,563.711,1250.66,1770.81,2818.59,15238,18903,11044,-22980,-26459,2108,-34687,11676,-46578,12919,-57727,12393,-1061,-10295,-43912,-4216
IY,91.164,440.989,1760.21,2369.01,3383.27,15192,19137,9670,-23303,-10906,-695,-19866,10355,-29960,20773,-45956,24631,-787,-7554,-42480,-2340
AH,93.1573,577.662,1256.56,2254.97,3215.1,15382,19070,9265,-24190,-19544,-6805,-30482,943,-40053,9744,-54609,16205,-1796,-9005,-44012,-3129
AH,102.666,593.113,1438.01,2709.81,3222.62,15551,17166,12721,-22309,-22181,-8792,-32844,3064,-43714,11331,-58152,17359,612,-9540,-42593,-3704
IH,81.8938,450.32,1694.41,2578.25,3759.3,14977,19092,11133,-20938,-10753,2797,-23196,10477,-34510,16605,-49948,19509,312,-5065,-42491,-370
UX,105.937,270.039,1215.27,2360.28,3345.1,18216,17863,15341,-15439,-12493,-1392,-22959,9739,-34861,20623,-51131,25250,-98,-7040,-43147,-1526
IH,93.2051,402.251,1843.95,2401.66,3587.01,14576,18106,9494,-24123,-10395,-1624,-22514,5551,-33616,14659,-48376,19061,-386,-8641,-42620,-3300
AO,102.759,609.301,929.739,2126.43,3266.9,14976,18021,11224,-19500,-12355,889,-27616,-322,-41137,1613,-55258,12270,-3434,-10359,-45982,-3937
IY,109.123,290.173,2161.05,2530.26,3327.5,14905,17992,9260,-20112,-9107,4046,-20114,8620,-30432,15848,-46432,20946,-1005,-5536,-43739,-1092
IH,105.458,233.977,1165.79,2232.4,3481.71,15079,18353,8697,-22210,-13727,-411,-21339,11511,-30417,21115,-47902,24408,-1078,-6005,-43698,-1349
IY,99.347,282.007,1904.36,2419.96,3025.49,14912,16287,11279,-18887,-16556,2953,-23292,14599,-32851,20848,-47064,23009,-509,-7559,-43013,-2384
IY,99.8211,442.583,1531.23,2210.56,3498.42,14669,17967,9395,-21903,-12038,4220,-22025,12414,-30594,20725,-45928,24569,-494,-6116,-43158,-1119
IH,92.5039,229.776,1318.84,2428.8,3515.33,14538,18375,9651,-21937,-12774,2285,-24440,8321,-34647,15892,-49740,19616,-723,-6505,-43156,-1246
AA,89.6176,574.209,1321.5,1858.32,2746.07,14791,18451,10522,-22142,-25902,2311,-35359,11478,-47162,14268,-59448,12973,-1116,-9109,-44364,-3361
